product_code,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,fruits-vegetables-nuts-estimate-from-ingredients_100g,nutrition-score-fr,nova-group
6111180000231,183.0,766.0,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4
6111128000163,0.0,1193.0,15.1,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0,4
3175680011480,467.0,1961.0,64.0,17.0,18.0,2.0,10.0,4.6,0.38,0.152,10.8,9,4
6111162000839,250.0,1062.0,61.33,63.0,0.3,1.4,0.5,2.5,0.37,0.148,75.0,7,3
6111035001659,242.0,1193.0,15.1,4.1,6.2,1.4,5.6,2.5,0.0,0.0,0.0,0,4
6111242100206,78.5,330.0,8.0,0.0,3.3,2.4,4.2,0.0,0.0,0.0,0.0,1,3
8410376009392,431.0,1802.0,65.0,0.5,17.0,1.7,6.1,9.3,0.65,0.26,0.0,2,4
3046920028363,584.0,2418.0,22.0,14.0,46.0,27.0,12.5,2.5,0.02,0.008,0.0,20,3
6111035001635,0.0,1193.0,15.1,0.0,0.0,0.0,0.0,2.5,120.0,48.0,0.0,0,4
6111184004129,592.0,2435.4,0.22,0.05,65.21,9.8,1.12,2.5,1.75,0.7,0.0,12,4
5025125000006,230.0,1193.0,44.1,2.4,0.8,0.1,10.1,2.9,0.905,0.362,0.0,2,3
5411188112709,15.0,61.0,15.1,0.0,1.1,0.1,0.5,0.3,0.15,0.06,2.3,1,4
6111128000460,242.0,1193.0,15.1,4.1,6.2,1.4,5.6,2.5,0.02,0.008,0.0,0,1
20995553,579.0,2395.0,21.4,12.9,46.8,28.2,10.8,2.5,0.03,0.012,0.0,20,4
3268840001008,0.0,0.0,15.1,4.1,0.0,0.0,5.6,2.5,0.00476,0.001904,0.0,0,1
3017620422003,539.0,2252.0,57.5,56.3,30.9,10.6,6.3,2.5,0.107,0.0428,13.0,31,4
5025125000112,107.0,1193.0,20.9,0.9,0.3,0.1,4.4,1.3,0.355,0.142,0.0,2,3
20005733,712.0,1193.0,3.7,3.0,69.1,6.8,15.5,6.8,0.02,0.008,100.0,-8,1
5025125000037,114.0,1193.0,19.3,0.7,1.3,0.2,5.1,2.3,0.89,0.356,0.0,3,3
6111203006653,270.0,1193.0,6.0,6.0,21.0,12.0,9.0,2.5,1.5,0.6,0.0,18,4
20724696,186.3,1193.0,1.4,1.4,16.0,1.3,7.4,3.6,0.003,0.0012,100.0,-10,1
6111184001562,242.0,1193.0,15.1,0.0,0.0,0.0,0.0,0.0,99.0,39.6,0.0,7,2
6111184004730,108.0,418.0,25.7,22.36,0.08,0.0,1.12,0.0,0.00555,0.00222,0.0,7,4
6111029000118,400.0,1700.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,4
20267605,600.0,1193.0,19.8,6.5,47.6,9.0,20.5,5.2,0.02,0.008,0.0,-4,4
3362600011044,440.0,1193.0,76.4706,24.2353,10.8235,5.2941,7.6471,2.3529,0.882353,0.3529412,0.0,21,4
6111032001003,95.5,399.0,14.0,9.0,2.7,1.8,3.4,2.0,0.0,0.0,0.0,3,4
6111032000600,58.0,242.0,4.8,0.0,3.0,2.0,3.0,2.5,0.0,0.0,0.12389212740385,0,1
5449000214911,42.0,180.0,10.6,10.6,0.0,0.0,0.0,2.5,0.0,0.0,0.0,12,4
6111242100305,109.0,1193.0,16.9,2.0,3.0,0.4,3.6,2.5,0.0,0.0,0.0,0,4
5449000061515,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0,1
42104964,0.0,1193.0,15.1,0.0,0.0,0.0,0.0,2.5,0.13,0.052,0.0,0,4
8425197712024,539.0,1193.0,53.0,50.0,33.0,25.0,7.2,2.5,0.275,0.11,2.67857142857143,31,4
6111128000088,0.0,1193.0,15.1,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0,1
6111246721278,257.0,1061.0,3.1,0.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,-1,3
5740900404465,679.0,1193.0,0.6,0.6,75.0,35.0,0.5,0.0,0.885,0.354,22.5,21,2
6111035003523,0.0,1193.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
6111035003004,0.0,1193.0,15.1,0.0,0.0,0.0,0.0,0.0,783.75,313.5,0.0,0,4
7622210578464,580.0,2428.0,36.0,29.0,42.0,25.0,9.1,10.0,0.01,0.004,0.0,20,3
6111246954461,138.0,572.0,6.14,3.5,11.5,7.7,2.5,2.5,0.8,0.32,0.0,12,4
6111259343108,483.0,1193.0,61.5,32.0,24.0,12.0,5.2,2.5,0.27,0.108,0.0,26,4
6111018903161,242.0,1193.0,15.1,4.1,6.2,1.4,5.6,2.5,0.37,0.148,0.0,7,4
6111032006619,72.0,1193.0,12.4,9.0,1.7,1.1,1.9,0.0,0.0,0.0,0.0,12,4
6111251420166,0.0,1193.0,15.1,0.0,0.0,0.0,0.0,2.5,3e-06,1.2e-06,0.0,0,1
6111252421575,1.0,1193.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.04,0.0,0,1
8445290615350,34.0,1193.0,3.8,2.2,0.2,0.0,0.8,1.0,0.5,0.2,77.8284090909091,3,4
5449000214799,0.3,1.3,15.1,0.0,0.0,0.0,0.0,2.5,0.01,0.004,0.0,4,4
3362600011228,186.0,1193.0,31.0,10.0,5.2,3.0,3.2,1.0,0.3775,0.151,10.6,22,4
5000157024671,79.0,337.0,12.9,5.0,0.2,0.0,4.7,3.7,0.6,0.24,94.8582848837209,-3,4
6111035001673,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.12,0.048,0.0,0,1
20047238,646.0,2705.0,6.4,4.2,58.0,6.4,20.4,8.5,0.01,0.004,100.0,10,1
5411188124689,44.0,1193.0,5.5,0.0,1.8,0.2,0.7,1.3,0.0875,0.035,0.0,0,4
7394376616228,61.0,1193.0,7.1,3.4,3.0,0.3,1.1,0.8,0.0975,0.039,5.0,7,3
6111250470742,58.0,1193.0,4.8,0.0,3.0,0.0,3.0,2.5,0.0,0.0,0.0,-1,1
6111203001467,635.0,2659.0,0.7,0.0,70.0,0.0,1.0,0.0,0.7,0.28,0.0,3,4
7300400481595,336.0,1415.0,62.0,1.0,1.5,0.4,9.0,19.0,1.0,0.4,0.0,0,3
3046920022651,566.0,2350.0,35.0,30.0,41.0,24.0,9.5,2.5,0.02,0.008,0.0,25,3
6111037000599,532.0,2224.0,0.2,0.0,60.0,21.0,0.2,5.0,0.0,0.0,0.0,9,4
6111184001661,1.0,1193.0,0.15,0.15,0.0,0.0,0.0,2.5,0.0,0.0,0.0,7,2
6111032008583,137.0,1193.0,11.7,7.2,7.0,4.8,7.0,2.5,0.5,0.2,0.0,7,4
8052575090230,544.0,2270.0,54.0,51.0,32.0,5.7,8.1,3.6,0.12,0.048,18.5,24,4
3608580065340,551.0,2299.0,53.0,51.0,34.0,5.2,6.7,3.3,0.1,0.04,25.0,24,4
5060042641000,476.0,1193.0,49.0,0.64,27.0,2.4,6.2,5.5,0.825,0.33,0.0,8,3
5010029000016,136.0,1193.0,26.0,1.6,0.8,0.2,4.5,3.8,0.0975,0.039,0.0,-3,3
7622210584724,607.0,2512.0,24.0,0.0,50.0,0.0,10.0,0.0,0.0,0.0,0.0,3,3
3057640257773,0.0,1193.0,15.1,0.0,0.0,0.0,0.0,0.0,30.0,12.0,0.0,0,1
6111162001218,180.0,1193.0,0.6,0.6,8.5,1.5,30.1,2.5,0.5,0.2,0.0,-2,3
3046920022606,584.0,2418.0,22.0,15.0,46.0,27.0,12.5,0.0,0.02,0.008,0.0,21,3
3155251205296,495.0,2033.0,15.1,0.0,55.0,15.0,0.0,2.5,0.4,0.16,0.2,8,4
6111251753912,73.0,303.0,8.7,2.3,3.3,0.4,1.3,1.4,0.83,0.332,0.0,4,4
6111248360130,0.0,0.0,15.1,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0,4
6111003031107,180.0,1193.0,0.6,0.16,6.4,1.5,30.1,2.5,0.5,0.2,0.0,-2,3
3229820100234,481.0,2017.0,65.0,27.0,20.0,6.9,7.6,5.3,0.49,0.196,0.0,18,4
6111184001074,256.0,1087.0,63.0,62.0,0.5,0.1,0.5,0.5,0.02,0.008,56.0,17,4
20022464,114.0,1193.0,6.4,5.2,8.4,5.2,2.0,2.5,0.01,0.004,0.0,19,4
5449000206770,242.0,1193.0,15.1,0.0,0.0,0.0,0.0,0.0,62.5,25.0,0.0,0,4
6111184001197,563.0,1193.0,15.1,0.0,62.0,7.0,1.2,2.5,5.0,2.0,0.0,33,4
3760020507350,625.0,2591.0,12.0,5.1,50.0,9.7,29.0,5.5,0.0,0.0,100.0,-5,1
5449000036872,41.0,1193.0,10.0,9.5,0.0,0.0,0.0,4.0,0.026,0.0104,0.0,10,4
6111242100220,58.0,243.0,4.8,4.2,3.63,2.4,3.0,2.5,0.0,0.0,0.0,4,1
8715035110106,77.0,325.0,3.0,0.6,0.0,0.0,10.0,2.5,16.9,6.76,0.0,20,3
3329770077003,57.0,1193.0,3.6,3.6,0.105,0.065,9.5,0.0,0.1375,0.055,0.0,-2,3
5013665100065,28.0,1193.0,5.6,0.0,0.2,0.1,0.6,2.5,0.0,0.0,0.0,2,3
6111184000619,592.0,1193.0,0.22,0.05,65.21,9.8,1.12,2.5,1.75,0.7,0.0,12,4
6923818812082,0.5,200.0,0.5,0.2,0.5,0.5,0.5,0.2,0.1,0.04,0.12389212740385,3,4
3760049798609,297.0,1246.0,37.0,4.2,9.6,1.0,12.0,7.2,0.96,0.384,0.48,-2,4
6111099000599,900.0,3768.0,15.1,0.0,100.0,14.0,0.0,0.0,0.37,0.148,0.12389212740385,7,2
8052575090254,544.0,1193.0,54.0,51.0,32.0,5.7,8.1,3.6,0.12,0.048,18.5,24,4
5025125000129,233.0,1193.0,21.8,1.2,0.5,0.1,4.2,1.6,0.0,0.0,0.0,1,3
7300400481588,333.0,1397.0,46.0,2.0,5.0,1.0,13.0,26.0,1.2,0.48,0.0,-1,3
7311070032611,400.0,1687.0,68.0,1.1,6.6,0.9,13.0,8.3,1.1,0.44,7.6,0,4
3029330022428,243.0,1026.0,42.0,3.8,3.0,0.3,8.7,6.6,1.2,0.48,0.0,2,4
3362600011006,374.0,1193.0,65.0,20.6,9.2,4.5,6.5,2.0,0.75,0.3,0.0,21,4
6111162000716,272.0,1193.0,67.36,50.0,0.0,0.0,0.41,2.5,0.0,0.0,66.6666666666667,15,3
8076809513753,492.0,2030.0,11.0,5.0,47.0,5.3,4.7,3.0,3.2,1.28,45.205078125,27,4
5411188110835,22.0,93.0,2.4,2.4,1.1,0.1,0.4,0.4,0.14,0.056,2.37,4,4
3168930010265,462.0,1913.0,57.0,12.0,19.0,2.0,8.5,10.0,0.0,0.0,10.7,1,4
6111259341197,497.0,2073.0,70.0,27.0,21.0,9.9,7.0,2.5,0.32,0.128,0.0,23,4
16256163,522.0,2181.0,60.0,59.0,28.0,5.1,5.4,3.5,0.1,0.04,18.75,25,4
6111184007618,385.56,1193.0,20.9,16.0,33.0,2.57,1.31,2.5,2.2,0.88,0.0,20,4
50457236,15.0,1193.0,3.5,3.4,0.0,1.4,0.2,2.5,0.148125,0.05925,62.168,9,3
5410041001204,482.0,2021.0,67.0,7.1,19.0,9.0,8.3,2.4,1.7,0.68,0.0,24,4
6111251420135,0.0,1193.0,15.1,4.1,6.2,1.4,5.6,2.5,0.75,0.3,0.0,0,1
6111180000392,392.0,1193.0,97.6,89.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,19,2
3017620429484,539.0,2252.0,57.5,56.3,30.9,10.6,6.3,2.5,0.107,0.0428,13.0,31,4
6111031005552,410.0,1717.0,55.0,39.0,20.0,12.0,4.0,1.8,0.51,0.204,0.0,28,4
8000500310427,515.0,2158.0,64.0,35.8,24.8,11.5,7.9,2.5,0.559,0.2236,13.0,25,4
6111032001010,95.5,1193.0,14.0,9.0,2.8,1.9,3.5,2.0,0.0,0.0,0.0,3,4
6111099005396,675.0,2826.0,0.2,0.0,75.0,34.0,0.1,0.0,0.5,0.2,0.0,18,4
16256866,515.0,1193.0,63.0,61.0,26.0,7.74,7.1,1.0,0.245,0.098,0.0,16,4
6111206000733,225.0,1193.0,6.9,0.0,19.0,13.0,6.5,0.0,0.76,0.304,0.0,13,4
6111184000213,244.0,1193.0,60.5,50.0,0.0,0.0,0.44,0.0,0.25,0.1,50.0,17,4
8002270014901,0.0,0.0001,15.1,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0,1
59032823,539.0,2252.0,57.5,56.3,30.9,10.6,6.3,3.5,0.107,0.0428,13.0,30,4
6111018501480,8.0,1193.0,1.2,1.2,0.2,0.1,0.1,2.5,0.025,0.01,0.0,7,4
3155250358788,485.0,2037.0,15.1,0.0,55.0,14.0,0.0,0.0,0.4,0.16,49.1083333333333,8,4
50160884,240.0,1011.0,30.8,4.0,8.3,0.9,9.6,2.5,43.8,17.52,7.38525390625001,7,3
6111259340992,452.0,2122.0,55.0,0.0,23.0,0.0,6.0,2.5,0.0,0.0,0.0,4,4
6111242100930,75.3,1193.0,13.58,13.5,1.38,0.8,2.48,0.0,0.0,0.0,0.0,2,4
3068320123264,0.0,1193.0,15.1,0.0,0.0,0.0,0.0,0.0,12.5,5.0,0.0,0,4
6111242102781,119.0,4.0,14.3,9.0,5.0,4.2,4.2,0.0,0.0,0.0,0.0,5,3
4056489148739,158.0,1193.0,5.8,5.5,12.5,8.4,5.1,0.6,0.1275,0.051,0.0,7,1
6111242103702,140.0,584.0,16.1,9.0,7.0,4.0,3.3,2.5,0.0,0.0,8.0,5,3
6175700,388.0,1631.0,75.0,2.6,2.8,0.6,13.4,4.4,0.68,0.272,0.0,0,3
5010265002911,37.0,1193.0,7.1,0.3,0.12,0.02,1.1,1.52,0.074,0.0296,0.0,-2,3
6111032008453,132.2,554.1,12.3,8.6,6.3,4.3,6.5,2.5,0.07,0.028,0.0,5,4
5449000131805,1.0,1193.0,15.1,4.1,0.0,1.4,0.0,2.5,0.07,0.028,0.0,4,4
3608580124047,614.0,2545.0,20.0,15.0,49.0,9.0,21.0,4.4,0.7,0.28,81.0,9,4
6111214004747,520.0,2177.0,38.9,1.65,29.0,3.36,24.6,2.7,0.059,0.0236,0.0,-5,3
3175681851849,453.0,1902.0,62.0,11.0,17.0,1.5,9.8,6.6,0.01,0.004,26.35,1,4
54491472,42.0,1193.0,10.6,10.6,0.0,1.4,0.0,2.5,0.37,0.148,0.0,7,4
3451790988677,744.0,3060.0,0.8,0.8,82.0,57.0,0.7,0.0,0.05,0.02,0.0,20,2
5010029000801,362.0,1531.0,69.0,4.2,2.0,0.6,12.0,10.0,0.28,0.112,0.0,-3,3
6111242101050,45.0,1193.0,4.8,0.0,1.3,0.9,3.2,0.0,0.0,0.0,0.0,-4,4
20003166,149.0,1193.0,23.5,0.3,2.8,0.5,5.4,4.0,0.01,0.004,0.0,-5,1
5013665112273,7.0,27.0,0.7,0.3,0.4,0.2,0.0,0.01,0.9,0.36,6.8,7,3
6111250012416,46.0,194.0,4.9,0.0,1.5,1.0,3.0,2.5,0.0,0.0,0.0,-3,1
5411188115366,46.0,1193.0,6.6,3.3,1.5,0.2,0.8,1.4,0.0775,0.031,0.0,5,4
10596975,212.954110898662,1193.0,6.1,1.6,12.4,6.3,18.6,1.5,0.885,0.354,62.5,7,4
6111252860077,534.0,1193.0,54.0,54.0,32.1,32.1,5.2,2.5,2.0,0.8,0.0,40,4
6111245591063,242.0,1193.0,15.1,4.1,6.2,1.4,5.6,2.5,0.37,0.148,0.0,7,4
6111242100817,45.0,189.0,4.9,0.0,1.5,1.0,3.1,2.5,0.0,0.0,0.0,-4,4
20095291,68.0,1193.0,4.0,3.4,5.0,3.1,1.1,1.5,0.01,0.004,0.0,19,4
3229820019307,362.0,1524.0,58.0,1.7,7.1,1.3,11.0,11.0,0.02,0.008,0.0,-4,1
5034467000216,144.359464627151,1193.0,1.1,0.1,7.8,1.2,16.5,1.9,0.06,0.024,36.0,-4,3
80176800,533.333333333333,1193.0,57.3333333333333,56.0,30.6666666666667,10.6666666666667,6.0,0.0,1066.66666666667,426.666666666668,13.0,36,4
6111126003821,59.0,1193.0,4.9,0.0,3.0,0.0,3.1,2.5,0.0,0.0,0.0,-2,1
6111035003509,0.0,1193.0,15.1,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0,1
3480341000674,85.0,1193.0,4.5,2.9,0.3,0.2,16.0,2.5,1.2775,0.511,0.0,1,3
6111203001474,635.0,1193.0,0.7,0.0,70.0,0.0,1.0,2.5,0.0,0.0,0.0,0,4
8410076801180,196.2,1193.0,27.0,11.295,7.605,0.9,3.6,2.7,0.3555,0.1422,0.0,13,4
4008400401621,80.0,1193.0,8.6,8.4,4.6,1.6,0.9,2.5,0.015,0.006,13.0,31,4
6111032000631,58.0,1193.0,15.1,4.8,3.0,2.0,3.0,2.5,0.37,0.148,0.0,7,4
80052760,572.0,2384.0,49.5,41.2,37.3,17.3,8.6,2.0,0.272,0.1088,10.5,30,4
6111242102002,106.0,4.0,16.0,7.5,3.0,2.2,3.5,1.1,0.0,0.0,0.0,3,4
3251490332080,450.0,1883.0,54.0,16.0,19.0,1.7,9.3,13.0,0.19,0.076,16.3,2,4
3175680015228,323.0,1356.0,12.0,1.2,4.6,0.8,46.0,25.0,0.32,0.128,0.0,7,1
3229820160672,433.0,1193.0,62.0,14.0,14.0,3.8,9.8,9.8,0.28,0.112,0.21875,7,4
5449000133328,0.2,0.9,15.1,0.0,0.0,0.0,0.0,0.0,0.02,0.008,0.0,4,4
5449000131836,1.0,4.0,15.1,0.0,0.0,0.0,0.0,2.5,0.05,0.02,0.0,4,4
3760049790214,268.0,1131.0,47.0,6.3,4.2,0.4,8.1,4.9,1.1,0.44,3.15,4,4
20006105,210.0,886.0,38.0,3.9,1.8,0.3,5.8,9.3,1.0,0.4,0.0,0,4
3046920028721,282.5,1193.0,4.5,0.2,25.5,14.5,7.0,2.5,0.03,0.012,0.0,13,3
5010003064744,122.0,1193.0,18.5,1.7,2.9,0.3,4.4,2.3,0.3825,0.153,1.39285714285714,1,4
3019081238643,227.0,950.0,15.1,0.0,15.0,3.5,23.0,2.5,1.2,0.48,13.2325,28,3
5449000000439,42.0,1193.0,10.6,10.6,0.0,1.4,0.0,2.5,0.03,0.012,0.0,12,4
6111024001516,900.0,1193.0,15.1,0.0,100.0,15.0,0.0,2.5,0.0,0.0,14.375,5,4
7613035040823,548.0,2285.0,50.7,46.4,34.1,20.2,6.0,7.3,0.01,0.004,0.0,25,4
6111259342828,427.0,1771.0,60.0,15.3,17.5,8.5,6.6,1.2,0.23,0.092,0.0,18,4
3257971309114,0.0,1193.0,15.1,0.0,0.0,0.0,0.0,2.5,7.5,3.0,0.0,0,1
7322540548563,242.0,1193.0,15.1,4.1,6.2,1.4,5.6,2.5,0.37,0.148,0.12389212740385,7,4
7640154260283,242.0,1193.0,15.1,4.1,6.2,1.4,5.6,2.5,0.37,0.148,0.0,7,4
3256540000698,353.0,1485.0,55.0,11.0,11.0,4.0,8.6,3.5,0.00275,0.0011,2.32575757575758,6,4
8000500179864,539.0,1193.0,57.2,56.3,30.9,10.6,6.3,3.0,0.107,0.0428,13.0,31,4
3045140105502,539.0,1193.0,57.0,55.0,31.0,19.0,6.5,2.3,0.275,0.11,0.347222222222221,32,4
50457250,102.0,435.0,23.2,22.8,0.1,0.1,1.2,2.5,1.8,0.72,60.9,13,3
6111184001203,158.7,660.5,7.07,1.94,11.19,0.71,7.44,2.5,6.54,2.616,0.0,21,4
5020364010113,229.0,1193.0,42.0,4.4,2.2,0.8,7.8,2.6,0.1875,0.075,2.75,0,3
42105220,42.0,180.0,10.6,10.6,0.0,0.0,0.0,2.5,0.0,0.0,0.0,12,4
5036589252450,64.0,1193.0,5.4,5.4,2.1,1.4,4.7,2.5,0.6375,0.255,0.0,6,1
3033710073467,141.0,577.0,9.1,9.1,0.5,0.1,2.7,45.3,0.23,0.092,63.0,0,4
3284230006408,336.0,1413.0,52.0,13.0,9.4,0.9,8.8,3.9,0.95,0.38,0.0,10,4
6111242103528,64.0,270.0,7.7,0.8,2.6,0.0,2.5,0.0,0.0775,0.031,6.04166666666667,7,4
7622201693916,226.0,933.0,4.3,4.3,21.0,14.0,5.4,0.2,0.75,0.3,0.0,14,4
6111242105331,746.0,1193.0,1.0,1.0,82.0,56.0,0.1,2.5,0.0,0.0,0.0,20,4
6111035502941,0.0,1193.0,15.1,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0,1
3225350000501,11.5,99.0,0.8,0.4,0.0,0.0,0.1,5.0,0.01,0.004,47.5,0,1
87157215,102.0,435.0,23.2,22.8,0.1,0.1,1.2,2.5,1.8,0.72,60.9,13,3
40896243,57.0,1193.0,3.5,2.8,4.2,2.5,0.9,0.7,0.002,0.0008,0.0,21,4
50457243,100.0,1193.0,23.3333333333333,22.6666666666667,0.666666666666667,0.666666666666667,1.33333333333333,0.0,0.0,0.0,58.3333333333333,26,3
8722700479475,725.0,3034.0,1.4,1.3,79.0,6.2,1.1,2.5,1.2,0.48,78.096875,20,4
6111259343344,475.0,1193.0,60.4,31.2,24.0,12.0,5.4,2.5,0.27,0.108,0.12389212740385,25,4
10614594,213.0,1193.0,27.7,10.4,9.5,0.8,2.2,3.8,0.37,0.148,0.0,7,4
8719200237902,531.0,2184.0,0.5,0.5,59.0,17.0,0.5,2.5,1.1,0.44,42.3041666666667,14,4
8076809523547,329.0,1360.0,12.0,7.8,29.0,3.4,3.8,2.3,2.8,1.12,60.0,21,4
3088543506255,1600.0,1193.0,402.5,395.0,2.5,0.0,2.5,2.5,0.0,0.0,0.0,20,1
3480341000636,193.0,802.0,2.5,2.5,15.0,11.0,12.0,2.5,1.2,0.48,0.0,13,3
8718114724485,101.5,1193.0,0.196,0.182,11.06,0.882,0.154,2.5,0.21,0.084,78.096875,8,4
6111250474405,555.0,2312.0,53.0,52.0,35.0,4.3,5.1,3.6,0.13,0.052,1.40625,24,4
6111242102767,121.0,1193.0,14.9,14.9,5.0,0.0,4.2,2.5,0.0,0.0,0.0,4,4
5411188103387,66.0,1193.0,8.4,7.5,2.1,0.4,3.7,0.9,0.0,0.0,0.274791666666672,0,4
3760091727732,622.0,2575.0,13.0,5.8,50.0,6.8,26.0,8.3,0.03,0.012,100.0,-8,1
5010029000023,362.0,1516.0,69.0,4.2,2.0,0.53,12.0,10.0,0.26,0.104,0.0,-3,3
4056489346357,14.0,1193.0,15.1,0.0,1.2,0.1,0.5,0.0,0.13,0.052,0.0,1,4
5201054017432,93.0,1193.0,3.0,3.0,5.0,3.6,9.0,2.5,0.0975,0.039,0.0,1,3
4088600247519,134.14,1193.0,26.0,1.7,0.8,0.2,4.5,3.8,0.0975,0.039,0.0,-3,3
5057967395088,131.0,1193.0,22.0,1.2,2.2,0.4,4.3,3.4,0.3825,0.153,0.3,-1,3
90382383,37.0,1193.0,9.0,7.0,0.0,0.0,0.0,2.5,0.05,0.02,11.6071428571429,12,4
6111246953679,105.0,438.0,15.1,10.0,3.8,2.5,6.5,2.5,0.25,0.1,0.0,14,1
3587220002252,341.0,1434.0,49.0,13.0,12.0,7.4,8.1,2.5,1.12,0.448,0.0,19,4
3046920029780,610.0,2528.0,33.0,29.0,48.0,29.0,6.9,2.5,0.01,0.004,0.0,25,4
6111250472241,111.0,1193.0,26.0,25.6,0.1,0.0,0.5,2.5,3.6,1.44,12.8,25,4
6111260230619,281.0,1193.0,21.0,0.0,8.0,10.0,8.0,2.5,3.25,1.3,0.0,25,4
6111246651261,242.0,1193.0,15.1,4.1,6.2,1.4,5.6,2.5,0.37,0.148,0.12389212740385,7,4
3366321052386,495.0,2035.0,15.1,0.0,55.0,20.0,0.0,2.5,0.45,0.18,11.225,13,4
5053990101597,519.0,1193.0,54.0,4.1,30.0,1.4,6.3,2.5,0.37,0.148,0.0,7,4
6111184003276,1.0,1193.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4
3229820129488,352.0,1485.0,59.0,14.0,5.8,0.9,11.0,10.0,0.03,0.012,24.5,-2,3
7613039490266,386.0,1634.0,78.9,75.1,3.6,1.6,5.1,7.7,0.41,0.164,0.0,9,4
3033710084913,69.0,292.0,6.5,3.5,0.5,0.1,9.8,0.5,18.3,7.32,0.0,7,4
3327272107969,610.0,2529.0,13.0,6.2,48.0,5.8,28.0,7.0,0.05,0.02,100.0,-8,1
6111246250013,0.0,1193.0,15.1,0.0,0.0,0.0,0.0,2.5,0.37,0.148,0.0,7,4
